department,Environment,subscription_name,resource_identifier,resource_type,resource_location,consecutive_days,description, potential monthly savings ,,,,,,
turkiz,dev,turkiz-starfish-paasmamram-dev-001,datacluster-f8mdw-dynamic-pvc-4b276aeb-eb5a-4a91-962b-51d787a32aad,disks,westeurope,13,not attached to a vm,  4 ,,,"'datacluster-f8mdw-dynamic-pvc-4b276aeb-eb5a-4a91-962b-51d787a32aad',",,,"'turkiz-starfish-paasmamram-dev-001',"
turkiz,dev,turkiz-starfish-paasmamram-dev-001,datacluster-f8mdw-dynamic-pvc-58153302-601f-45cd-b7f7-f228e1f2a29b,disks,westeurope,13,not attached to a vm,  4 ,,,"'datacluster-f8mdw-dynamic-pvc-58153302-601f-45cd-b7f7-f228e1f2a29b',",,,"'turkiz-starfish-paasmamram-dev-001',"
turkiz,dev,turkiz-starfish-paasmamram-dev-001,datacluster-f8mdw-dynamic-pvc-b78635bd-502d-42c9-a4c6-25c548b8379e,disks,westeurope,13,not attached to a vm,  4 ,,,"'datacluster-f8mdw-dynamic-pvc-b78635bd-502d-42c9-a4c6-25c548b8379e',",,,"'turkiz-starfish-paasmamram-dev-001',"
turkiz,dev,turkiz-starfish-paasmamram-dev-001,datacluster-f8mdw-dynamic-pvc-49b03aa1-3ae4-4771-9d45-6c0ec3741289,disks,westeurope,13,not attached to a vm,  4 ,,,"'datacluster-f8mdw-dynamic-pvc-49b03aa1-3ae4-4771-9d45-6c0ec3741289',",,,"'turkiz-starfish-paasmamram-dev-001',"
turkiz,prd,turkiz-starfish-soc60-prd-001,tools1,disks,westeurope,13,not attached to a vm,  4 ,,,"'tools1',",,,"'turkiz-starfish-soc60-prd-001',"
turkiz,dev,turkiz-starfish-paasmamram-dev-001,datacluster-f8mdw-dynamic-pvc-ca1269c8-c205-434f-8079-7ad8f1c5078b,disks,westeurope,13,not attached to a vm,  4 ,,,"'datacluster-f8mdw-dynamic-pvc-ca1269c8-c205-434f-8079-7ad8f1c5078b',",,,"'turkiz-starfish-paasmamram-dev-001',"
turkiz,dev,turkiz-starfish-paasmamram-dev-001,datacluster-f8mdw-dynamic-pvc-98039ca8-f85c-4b0c-9394-f720a8995ad6,disks,westeurope,13,not attached to a vm,  4 ,,,"'datacluster-f8mdw-dynamic-pvc-98039ca8-f85c-4b0c-9394-f720a8995ad6',",,,"'turkiz-starfish-paasmamram-dev-001',"
turkiz,dev,turkiz-starfish-paasmamram-dev-001,datacluster-f8mdw-dynamic-pvc-4521bfd8-40dd-4e65-932e-edc23581287f,disks,westeurope,13,not attached to a vm,  4 ,,,"'datacluster-f8mdw-dynamic-pvc-4521bfd8-40dd-4e65-932e-edc23581287f',",,,"'turkiz-starfish-paasmamram-dev-001',"
turkiz,dev,turkiz-starfish-paasmamram-dev-001,datacluster-f8mdw-dynamic-pvc-5cf80c7d-ce36-42f5-bfd6-9c012b380870,disks,westeurope,13,not attached to a vm,  4 ,,,"'datacluster-f8mdw-dynamic-pvc-5cf80c7d-ce36-42f5-bfd6-9c012b380870',",,,"'turkiz-starfish-paasmamram-dev-001',"
turkiz,dev,turkiz-starfish-paasmamram-dev-001,datacluster-f8mdw-dynamic-pvc-16e0c767-92fa-4b75-8ea0-a452606b2d84,disks,westeurope,13,not attached to a vm,  4 ,,,"'datacluster-f8mdw-dynamic-pvc-16e0c767-92fa-4b75-8ea0-a452606b2d84',",,,"'turkiz-starfish-paasmamram-dev-001',"
turkiz,dev,turkiz-starfish-paasmamram-dev-001,datacluster-f8mdw-dynamic-pvc-84875893-bea9-4277-afcd-f5a682c57935,disks,westeurope,13,not attached to a vm,  4 ,,,"'datacluster-f8mdw-dynamic-pvc-84875893-bea9-4277-afcd-f5a682c57935',",,,"'turkiz-starfish-paasmamram-dev-001',"
gray,dev,gray-hippo-iafsod-dev-001,pvc-79057b09-aab7-4880-ab22-e92c4c15fbe0,disks,northeurope,13,not attached to a vm,  4 ,,,"'pvc-79057b09-aab7-4880-ab22-e92c4c15fbe0',",,,"'gray-hippo-iafsod-dev-001',"
gray,dev,gray-hippo-iafsod-dev-001,pvc-954077ac-fbc6-4443-a002-b45c6cda73a1,disks,northeurope,13,not attached to a vm,  4 ,,,"'pvc-954077ac-fbc6-4443-a002-b45c6cda73a1',",,,"'gray-hippo-iafsod-dev-001',"
turkiz,prd,turkiz-starfish-soc60-prd-001,chatbotdisk,disks,westeurope,13,not attached to a vm,  4 ,,,"'chatbotdisk',",,,"'turkiz-starfish-soc60-prd-001',"
turkiz,dev,turkiz-starfish-semca-dev-001,vault_datadisk_0,disks,eastus2,13,not attached to a vm,  4 ,,,"'vault_datadisk_0',",,,"'turkiz-starfish-semca-dev-001',"
turkiz,prd,turkiz-starfish-soc60-prd-001,chatbotcopydisk,disks,westeurope,13,not attached to a vm,  4 ,,,"'chatbotcopydisk',",,,"'turkiz-starfish-soc60-prd-001',"
gray,dev,gray-hippo-iafsod-dev-001,pvc-73609c64-f8b6-4e33-a265-93a77f15d6dd,disks,northeurope,13,not attached to a vm,  4 ,,,"'pvc-73609c64-f8b6-4e33-a265-93a77f15d6dd',",,,"'gray-hippo-iafsod-dev-001',"
gray,dev,gray-hippo-iafsod-dev-001,pvc-89378728-f6d4-4c32-a562-1cc6b27008bb,disks,northeurope,13,not attached to a vm,  4 ,,,"'pvc-89378728-f6d4-4c32-a562-1cc6b27008bb',",,,"'gray-hippo-iafsod-dev-001',"
gray,dev,gray-hippo-iafsod-dev-001,pvc-c778f40f-3321-4913-956b-6e438250be70,disks,northeurope,13,not attached to a vm,  4 ,,,"'pvc-c778f40f-3321-4913-956b-6e438250be70',",,,"'gray-hippo-iafsod-dev-001',"
turkiz,prd,turkiz-starfish-soc60-prd-001,yumtest_osdisk_1_48208b373e8a4b92befb095033a8a3b9,disks,westeurope,13,not attached to a vm,  4 ,,,"'yumtest_osdisk_1_48208b373e8a4b92befb095033a8a3b9',",,,"'turkiz-starfish-soc60-prd-001',"
gray,dev,gray-hippo-iafsod-dev-001,pvc-5e2b7801-4959-49ec-b3b2-b992320b4342,disks,northeurope,13,not attached to a vm,  4 ,,,"'pvc-5e2b7801-4959-49ec-b3b2-b992320b4342',",,,"'gray-hippo-iafsod-dev-001',"
olive,dev,olive-hina-maabedetmeamnim01-dev-001,startrek_osdisk_1_b375ca8ce2e1462192f58dc01ea96b02,disks,westeurope,13,not attached to a vm,  4 ,,,"'startrek_osdisk_1_b375ca8ce2e1462192f58dc01ea96b02',",,,"'olive-hina-maabedetmeamnim01-dev-001',"
turkiz,dev,turkiz-starfish-semca-dev-001,pvwa_datadisk_0,disks,eastus2,13,not attached to a vm,  4 ,,,"'pvwa_datadisk_0',",,,"'turkiz-starfish-semca-dev-001',"
turkiz,prd,turkiz-starfish-soc60-prd-001,profiledisk,disks,westeurope,13,not attached to a vm,  4 ,,,"'profiledisk',",,,"'turkiz-starfish-soc60-prd-001',"
turkiz,prd,turkiz-starfish-soc60-prd-001,fwfwrd_osdisk_1_bc590f91fa1b48fea5da95d367b89537,disks,westeurope,13,not attached to a vm,  3 ,,,"'fwfwrd_osdisk_1_bc590f91fa1b48fea5da95d367b89537',",,,"'turkiz-starfish-soc60-prd-001',"
turkiz,dev,turkiz-key-bladeforce-dev-001,monster_osdisk_1_320638740cda4a8581014018d0db84bc,disks,germanywestcentral,13,not attached to a vm,  3 ,,,"'monster_osdisk_1_320638740cda4a8581014018d0db84bc',",,,"'turkiz-key-bladeforce-dev-001',"
turkiz,prd,turkiz-starfish-soc60-prd-001,checkpointfwrd_osdisk_1_546c9f1ca4c74a41be05bc210e237b6b,disks,westeurope,13,not attached to a vm,  3 ,,,"'checkpointfwrd_osdisk_1_546c9f1ca4c74a41be05bc210e237b6b',",,,"'turkiz-starfish-soc60-prd-001',"
turkiz,dev,turkiz-starfish-paasmamram-dev-001,pvc-242ce7c5-67d6-4176-a10a-fd45b45afea5,disks,eastus,13,not attached to a vm,  3 ,,,"'pvc-242ce7c5-67d6-4176-a10a-fd45b45afea5',",,,"'turkiz-starfish-paasmamram-dev-001',"
turkiz,dev,turkiz-starfish-paasmamram-dev-001,rhel8test_datadisk_0,disks,westeurope,13,not attached to a vm,  3 ,,,"'rhel8test_datadisk_0',",,,"'turkiz-starfish-paasmamram-dev-001',"
turkiz,prd,turkiz-starfish-soc60-prd-001,dependencyagenttest_osdisk_1_300eef217e664ebcb79d25743d069fe3,disks,westeurope,13,not attached to a vm,  3 ,,,"'dependencyagenttest_osdisk_1_300eef217e664ebcb79d25743d069fe3',",,,"'turkiz-starfish-soc60-prd-001',"
turkiz,dev,turkiz-starfish-paasmamram-dev-001,pvc-449e1040-6ba1-4649-a9f2-e2a65c14c6a2,disks,eastus,13,not attached to a vm,  3 ,,,"'pvc-449e1040-6ba1-4649-a9f2-e2a65c14c6a2',",,,"'turkiz-starfish-paasmamram-dev-001',"
turkiz,dev,turkiz-starfish-paasmamram-dev-001,olm,disks,eastus,13,not attached to a vm,  3 ,,,"'olm',",,,"'turkiz-starfish-paasmamram-dev-001',"
turkiz,dev,turkiz-starfish-paasmamram-dev-001,oracle_datadisk_0,disks,eastus,13,not attached to a vm,  3 ,,,"'oracle_datadisk_0',",,,"'turkiz-starfish-paasmamram-dev-001',"
turkiz,dev,turkiz-starfish-paasmamram-dev-001,olm-mongo,disks,eastus,13,not attached to a vm,  3 ,,,"'olm-mongo',",,,"'turkiz-starfish-paasmamram-dev-001',"
turkiz,tst,turkiz-starfish-tpaas-tst-001,q,disks,westeurope,13,not attached to a vm,  2 ,,,"'q',",,,"'turkiz-starfish-tpaas-tst-001',"
turkiz,dev,turkiz-starfish-paasmamram-dev-001,datacluster-f8mdw-dynamic-pvc-5136e18b-df37-42ae-b9a3-6a4b7a19c0a0,disks,westeurope,13,not attached to a vm,  2 ,,,"'datacluster-f8mdw-dynamic-pvc-5136e18b-df37-42ae-b9a3-6a4b7a19c0a0',",,,"'turkiz-starfish-paasmamram-dev-001',"
turkiz,dev,turkiz-starfish-paasmamram-dev-001,datacluster-f8mdw-dynamic-pvc-2ff138f1-4f56-42a4-930e-c6ae14c12e1f,disks,westeurope,13,not attached to a vm,  2 ,,,"'datacluster-f8mdw-dynamic-pvc-2ff138f1-4f56-42a4-930e-c6ae14c12e1f',",,,"'turkiz-starfish-paasmamram-dev-001',"
gray,dev,gray-hippo-iafsod-dev-001,pvc-96a126ef-93e3-41cd-a748-733b4a4ff1d5,disks,northeurope,13,not attached to a vm,  2 ,,,"'pvc-96a126ef-93e3-41cd-a748-733b4a4ff1d5',",,,"'gray-hippo-iafsod-dev-001',"
turkiz,prd,turkiz-starfish-soc60-prd-001,azvmdisk,disks,eastus,13,not attached to a vm,  2 ,,,"'azvmdisk',",,,"'turkiz-starfish-soc60-prd-001',"
turkiz,prd,turkiz-starfish-tar-prd-001,kubernetes-dynamic-pvc-b0d733ed-03c8-11e9-969c-3a51e04f2560,disks,eastus,13,not attached to a vm,  2 ,,,"'kubernetes-dynamic-pvc-b0d733ed-03c8-11e9-969c-3a51e04f2560',",,,"'turkiz-starfish-tar-prd-001',"
gray,dev,gray-hippo-iafsod-dev-001,pvc-bbe3a655-4005-419b-9bd7-1a45d853f632,disks,northeurope,13,not attached to a vm,  2 ,,,"'pvc-bbe3a655-4005-419b-9bd7-1a45d853f632',",,,"'gray-hippo-iafsod-dev-001',"
turkiz,prd,turkiz-starfish-tar-prd-001,kubernetes-dynamic-pvc-400b4ff6-03cb-11e9-969c-3a51e04f2560,disks,eastus,13,not attached to a vm,  2 ,,,"'kubernetes-dynamic-pvc-400b4ff6-03cb-11e9-969c-3a51e04f2560',",,,"'turkiz-starfish-tar-prd-001',"
turkiz,dev,turkiz-key-bladeforce-dev-001,pvc-e5a92256-d39b-4eb8-87c6-4e4c65979089,disks,eastus,13,not attached to a vm,  2 ,,,"'pvc-e5a92256-d39b-4eb8-87c6-4e4c65979089',",,,"'turkiz-key-bladeforce-dev-001',"
turkiz,prd,turkiz-starfish-hak-prd-001,openshift2_osdisk_1_b24e8bc0ab4b4a23b950ccc04dc93fca,disks,eastus,13,not attached to a vm,  2 ,,,"'openshift2_osdisk_1_b24e8bc0ab4b4a23b950ccc04dc93fca',",,,"'turkiz-starfish-hak-prd-001',"
gray,dev,gray-hippo-iafsod-dev-001,sodtest1_osdisk_1_ea662df3ca45473bac5296023f8da0d2,disks,northeurope,13,not attached to a vm,  2 ,,,"'sodtest1_osdisk_1_ea662df3ca45473bac5296023f8da0d2',",,,"'gray-hippo-iafsod-dev-001',"
turkiz,dev,turkiz-key-bladeforce-dev-001,pvc-3773d8aa-6d02-4f5c-b206-fc45df333f76,disks,eastus,13,not attached to a vm,  2 ,,,"'pvc-3773d8aa-6d02-4f5c-b206-fc45df333f76',",,,"'turkiz-key-bladeforce-dev-001',"
gray,dev,gray-hippo-iafsod-dev-001,addc_restore_data,disks,northeurope,13,not attached to a vm,  2 ,,,"'addc_restore_data',",,,"'gray-hippo-iafsod-dev-001',"
turkiz,dev,turkiz-starfish-paasmamram-dev-001,data-disk,disks,westeurope,13,not attached to a vm,  2 ,,,"'data-disk',",,,"'turkiz-starfish-paasmamram-dev-001',"
turkiz,prd,turkiz-starfish-soc60-prd-001,check-2-campus,disks,westeurope,13,not attached to a vm,  2 ,,,"'check-2-campus',",,,"'turkiz-starfish-soc60-prd-001',"
turkiz,prd,turkiz-starfish-tar-prd-001,kubernetes-dynamic-pvc-0d3222c4-03cb-11e9-969c-3a51e04f2560,disks,eastus,13,not attached to a vm,  2 ,,,"'kubernetes-dynamic-pvc-0d3222c4-03cb-11e9-969c-3a51e04f2560',",,,"'turkiz-starfish-tar-prd-001',"
turkiz,prd,turkiz-starfish-soc60-prd-001,snapshot,disks,centralus,13,not attached to a vm,  2 ,,,"'snapshot',",,,"'turkiz-starfish-soc60-prd-001',"
turkiz,dev,turkiz-key-bladeforce-dev-001,pvc-e3d1bde2-225c-49b7-b69c-fc57c8d242c3,disks,eastus,13,not attached to a vm,  2 ,,,"'pvc-e3d1bde2-225c-49b7-b69c-fc57c8d242c3',",,,"'turkiz-key-bladeforce-dev-001',"
gray,dev,gray-hippo-iafsod-dev-001,pvc-cb39fa1f-2610-47dc-9e19-146d07df4379,disks,northeurope,13,not attached to a vm,  2 ,,,"'pvc-cb39fa1f-2610-47dc-9e19-146d07df4379',",,,"'gray-hippo-iafsod-dev-001',"
turkiz,prd,cloudadmin-sharedresources,simon-disk,disks,westeurope,13,not attached to a vm,  2 ,,,"'simon-disk',",,,"'cloudadmin-sharedresources',"
pink,prd,pink-flamingo-m88-prd-001,androidmdm_osdisk_1_14b9baf5b8024b1296803edf0a78dc4a,disks,westus2,13,not attached to a vm,  2 ,,,"'androidmdm_osdisk_1_14b9baf5b8024b1296803edf0a78dc4a',",,,"'pink-flamingo-m88-prd-001',"
turkiz,prd,turkiz-starfish-soc60-prd-001,dockerchats-evid-disk,disks,westeurope,13,not attached to a vm,  2 ,,,"'dockerchats-evid-disk',",,,"'turkiz-starfish-soc60-prd-001',"
turkiz,dev,turkiz-starfish-semca-dev-001,haproxy_osdisk_1_7d45da4b4b0249d4aef78a496a8fa6fa,disks,eastus2,13,not attached to a vm,  2 ,,,"'haproxy_osdisk_1_7d45da4b4b0249d4aef78a496a8fa6fa',",,,"'turkiz-starfish-semca-dev-001',"
turkiz,prd,cloudadmin-sharedresources,simon-disk2,disks,westeurope,13,not attached to a vm,  2 ,,,"'simon-disk2',",,,"'cloudadmin-sharedresources',"
turkiz,dev,turkiz-key-bladeforce-dev-001,pvc-2322c332-7eb0-4469-badf-cce31d4a0690,disks,eastus,13,not attached to a vm,  2 ,,,"'pvc-2322c332-7eb0-4469-badf-cce31d4a0690',",,,"'turkiz-key-bladeforce-dev-001',"
turkiz,dev,turkiz-starfish-semca-dev-001,jumpbox_osdisk_1_a8add38561ce48f0abd27860d6b816ce,disks,eastus2,13,not attached to a vm,  2 ,,,"'jumpbox_osdisk_1_a8add38561ce48f0abd27860d6b816ce',",,,"'turkiz-starfish-semca-dev-001',"
turkiz,prd,turkiz-starfish-tar-prd-001,kubernetes-dynamic-pvc-c05f0966-03cb-11e9-969c-3a51e04f2560,disks,eastus,13,not attached to a vm,  2 ,,,"'kubernetes-dynamic-pvc-c05f0966-03cb-11e9-969c-3a51e04f2560',",,,"'turkiz-starfish-tar-prd-001',"
turkiz,dev,turkiz-starfish-metadata-dev-001,ocp-blackedition-hcq4w-dynamic-pvc-1ce7e8c8-39d7-48e1-a495-30231c3ffe6a,disks,northeurope,13,not attached to a vm,  2 ,,,"'ocp-blackedition-hcq4w-dynamic-pvc-1ce7e8c8-39d7-48e1-a495-30231c3ffe6a',",,,"'turkiz-starfish-metadata-dev-001',"
turkiz,dev,turkiz-starfish-metadata-dev-001,ocp-blackedition-hcq4w-dynamic-pvc-d7e58857-d93b-4a8d-b6a6-df4f194b6750,disks,northeurope,13,not attached to a vm,  2 ,,,"'ocp-blackedition-hcq4w-dynamic-pvc-d7e58857-d93b-4a8d-b6a6-df4f194b6750',",,,"'turkiz-starfish-metadata-dev-001',"
turkiz,dev,turkiz-starfish-metadata-dev-001,ocp-blackedition-hcq4w-dynamic-pvc-72e3667c-05dc-40bc-95f3-c24a7948f4e9,disks,northeurope,13,not attached to a vm,  2 ,,,"'ocp-blackedition-hcq4w-dynamic-pvc-72e3667c-05dc-40bc-95f3-c24a7948f4e9',",,,"'turkiz-starfish-metadata-dev-001',"
turkiz,dev,turkiz-starfish-paasmamram-dev-001,pvc-e9c9df02-d5f7-4caa-80e1-77e374b6cb4b,disks,eastus,6,not attached to a vm,  2 ,,,"'pvc-e9c9df02-d5f7-4caa-80e1-77e374b6cb4b',",,,"'turkiz-starfish-paasmamram-dev-001',"
turkiz,dev,turkiz-starfish-paasmamram-dev-001,pvc-68c0f9ab-60db-4db9-9a95-b1c3de6a7e91,disks,westeurope,13,not attached to a vm,  2 ,,,"'pvc-68c0f9ab-60db-4db9-9a95-b1c3de6a7e91',",,,"'turkiz-starfish-paasmamram-dev-001',"
turkiz,prd,turkiz-starfish-tar-prd-001,pvc-295da16f-b3f6-4c98-ab50-890e3c97fb76,disks,eastus,13,not attached to a vm,  2 ,,,"'pvc-295da16f-b3f6-4c98-ab50-890e3c97fb76',",,,"'turkiz-starfish-tar-prd-001',"
turkiz,dev,turkiz-starfish-paasmamram-dev-001,pvc-2f170682-4ae3-4bb9-9e61-966c3656527b,disks,westeurope,13,not attached to a vm,  2 ,,,"'pvc-2f170682-4ae3-4bb9-9e61-966c3656527b',",,,"'turkiz-starfish-paasmamram-dev-001',"
turkiz,dev,turkiz-starfish-paasmamram-dev-001,pvc-55f80fb3-5920-4da4-a762-59bf0297e11e,disks,westeurope,13,not attached to a vm,  2 ,,,"'pvc-55f80fb3-5920-4da4-a762-59bf0297e11e',",,,"'turkiz-starfish-paasmamram-dev-001',"
turkiz,dev,turkiz-starfish-paasmamram-dev-001,pvc-e537ff2c-fefb-4bbe-9ec8-af9db882f7a2,disks,eastus,13,not attached to a vm,  2 ,,,"'pvc-e537ff2c-fefb-4bbe-9ec8-af9db882f7a2',",,,"'turkiz-starfish-paasmamram-dev-001',"
turkiz,dev,turkiz-starfish-paasmamram-dev-001,pvc-57bdfaae-4b7c-43c5-a916-96df226ffac3,disks,westeurope,13,not attached to a vm,  2 ,,,"'pvc-57bdfaae-4b7c-43c5-a916-96df226ffac3',",,,"'turkiz-starfish-paasmamram-dev-001',"
turkiz,dev,turkiz-starfish-paasmamram-dev-001,pvc-d6757f70-b8c1-4e37-a191-e00fca553a31,disks,eastus,13,not attached to a vm,  2 ,,,"'pvc-d6757f70-b8c1-4e37-a191-e00fca553a31',",,,"'turkiz-starfish-paasmamram-dev-001',"
turkiz,prd,turkiz-starfish-tar-prd-001,pvc-4218c2ac-3598-4ee3-b301-e530f729e88c,disks,eastus,13,not attached to a vm,  2 ,,,"'pvc-4218c2ac-3598-4ee3-b301-e530f729e88c',",,,"'turkiz-starfish-tar-prd-001',"
turkiz,dev,turkiz-starfish-paasmamram-dev-001,pvc-fc3f897e-20d3-4372-a508-1a3ab4f0014d,disks,eastus,13,not attached to a vm,  2 ,,,"'pvc-fc3f897e-20d3-4372-a508-1a3ab4f0014d',",,,"'turkiz-starfish-paasmamram-dev-001',"
turkiz,dev,turkiz-starfish-paasmamram-dev-001,pvc-f2ac47df-2e49-4f7c-aef7-fc562bd88197,disks,eastus,13,not attached to a vm,  2 ,,,"'pvc-f2ac47df-2e49-4f7c-aef7-fc562bd88197',",,,"'turkiz-starfish-paasmamram-dev-001',"
turkiz,dev,turkiz-starfish-paasmamram-dev-001,pvc-2a5caf87-49e8-4fdb-8ffd-b4913a66b09d,disks,eastus,13,not attached to a vm,  2 ,,,"'pvc-2a5caf87-49e8-4fdb-8ffd-b4913a66b09d',",,,"'turkiz-starfish-paasmamram-dev-001',"
turkiz,dev,turkiz-starfish-paasmamram-dev-001,pvc-5f0aecce-f984-45f0-86f2-16a14a95a0ec,disks,westeurope,13,not attached to a vm,  2 ,,,"'pvc-5f0aecce-f984-45f0-86f2-16a14a95a0ec',",,,"'turkiz-starfish-paasmamram-dev-001',"
turkiz,prd,turkiz-starfish-tar-prd-001,pvc-1b03d6e7-7406-4a36-8f43-a23095bf4edf,disks,eastus,13,not attached to a vm,  2 ,,,"'pvc-1b03d6e7-7406-4a36-8f43-a23095bf4edf',",,,"'turkiz-starfish-tar-prd-001',"
turkiz,dev,turkiz-starfish-paasmamram-dev-001,pvc-0965e329-7df5-40aa-8288-4dcbf618d371,disks,eastus,13,not attached to a vm,  2 ,,,"'pvc-0965e329-7df5-40aa-8288-4dcbf618d371',",,,"'turkiz-starfish-paasmamram-dev-001',"
turkiz,dev,turkiz-starfish-paasmamram-dev-001,pvc-2e11982c-388b-4886-8e8e-d4b559b7e523,disks,westeurope,13,not attached to a vm,  2 ,,,"'pvc-2e11982c-388b-4886-8e8e-d4b559b7e523',",,,"'turkiz-starfish-paasmamram-dev-001',"
turkiz,dev,turkiz-starfish-paasmamram-dev-001,pvc-f164a328-7c99-4d98-b663-c76d43904824,disks,eastus,13,not attached to a vm,  2 ,,,"'pvc-f164a328-7c99-4d98-b663-c76d43904824',",,,"'turkiz-starfish-paasmamram-dev-001',"
turkiz,dev,turkiz-key-bladeforce-dev-001,kubernetes-dynamic-pvc-12afdea1-bb36-45b5-ab93-0808ac3dc6d9,disks,eastus,13,not attached to a vm,  2 ,,,"'kubernetes-dynamic-pvc-12afdea1-bb36-45b5-ab93-0808ac3dc6d9',",,,"'turkiz-key-bladeforce-dev-001',"
turkiz,dev,turkiz-starfish-paasmamram-dev-001,pvc-7be1abe8-a1ce-4f2b-a243-34d04a5c2764,disks,westeurope,13,not attached to a vm,  2 ,,,"'pvc-7be1abe8-a1ce-4f2b-a243-34d04a5c2764',",,,"'turkiz-starfish-paasmamram-dev-001',"
turkiz,dev,turkiz-starfish-paasmamram-dev-001,pvc-cbefecd1-61a9-4da4-9e83-9f6d189bd27c,disks,eastus,13,not attached to a vm,  2 ,,,"'pvc-cbefecd1-61a9-4da4-9e83-9f6d189bd27c',",,,"'turkiz-starfish-paasmamram-dev-001',"
turkiz,dev,turkiz-starfish-paasmamram-dev-001,pvc-cae12796-0c93-44d5-8da0-bf06b32271a3,disks,eastus,13,not attached to a vm,  2 ,,,"'pvc-cae12796-0c93-44d5-8da0-bf06b32271a3',",,,"'turkiz-starfish-paasmamram-dev-001',"
turkiz,dev,turkiz-starfish-paasmamram-dev-001,pvc-e01e38a4-ddff-4108-8911-bd8645573ea9,disks,westeurope,13,not attached to a vm,  2 ,,,"'pvc-e01e38a4-ddff-4108-8911-bd8645573ea9',",,,"'turkiz-starfish-paasmamram-dev-001',"
turkiz,prd,turkiz-starfish-tar-prd-001,pvc-eff069cc-1d87-434f-a381-7aadb7bd63d2,disks,eastus,13,not attached to a vm,  2 ,,,"'pvc-eff069cc-1d87-434f-a381-7aadb7bd63d2',",,,"'turkiz-starfish-tar-prd-001',"
turkiz,dev,turkiz-starfish-paasmamram-dev-001,pvc-485cf81d-9ba2-4dc3-896b-bcc612433028,disks,eastus,13,not attached to a vm,  2 ,,,"'pvc-485cf81d-9ba2-4dc3-896b-bcc612433028',",,,"'turkiz-starfish-paasmamram-dev-001',"
black,prd,black-coal-tam-prd-001,registry-tz-disk-temp,disks,eastus,13,not attached to a vm,  2 ,,,"'registry-tz-disk-temp',",,,"'black-coal-tam-prd-001',"
turkiz,prd,turkiz-starfish-tar-prd-001,pvc-fed1f314-e602-49f2-bce2-cbd61998ca83,disks,eastus,13,not attached to a vm,  2 ,,,"'pvc-fed1f314-e602-49f2-bce2-cbd61998ca83',",,,"'turkiz-starfish-tar-prd-001',"
turkiz,prd,turkiz-starfish-tar-prd-001,pvc-58e7ecc5-baf8-42d3-b75c-8979d3161946,disks,eastus,13,not attached to a vm,  2 ,,,"'pvc-58e7ecc5-baf8-42d3-b75c-8979d3161946',",,,"'turkiz-starfish-tar-prd-001',"
